Mol number 1: Molecule with name '6140215 6140215' and SMILES '[H]c1c(c(c(c(c1C(=O)N([H])/N=C\2/c3c(c(c(c(c3N(C2=O)C([H])([H])[H])Br)[H])Br)[H])[H])[H])O[H])[H]'

Amber bond orders              Openeye bond orders
0.92322982                     0.9186475668102964
1.02385507                     1.0650009423963913
1.04267999                     1.0207619085860515
1.39381484                     1.3616781753355012
1.23483012                     1.2965455899941858
1.46933948                     1.4108686134324953
1.32106404                     1.3776892281596145
1.45521907                     1.403325156772066
1.33720331                     1.3856097842217499
0.98078029                     0.9775861373955054
0.98480232                     0.9829046996731698
1.00255276                     1.0075710548408072
1.72468098                     1.7578053936752158
1.1272207                      1.0885784660604112
0.94418415                     1.004412519423678
1.85618742                     1.8231038893204219
0.93651927                     0.932922965050257
1.35403225                     1.3728656935730277
1.38450653                     1.380075080459736
1.43141694                     1.435976930068081
1.34812828                     1.343140130568597
1.3325238                      1.3465330352690086
1.45607599                     1.436682154059166
1.07597723                     1.0765736289434111
0.91328665                     0.9090610578245429
1.76537232                     1.7369963293485067
0.96029577                     0.9630103419811085
0.9602858                      0.9594246474073188
0.96155485                     0.9646239964031701
0.93671248                     0.9375132504719003
0.94058722                     0.9410474589009876
0.86555146                     0.8040365365105678
0.94481534                     0.9447664719919927
0.94486192                     0.9471292208075267
0.9417016                      0.945009128885625
0.94155626                     0.9421711383075824
0.92799                        0.9248361981806147

Mol number 2: Molecule with name '46452273 46452273' and SMILES '[H]c1c(c(c2c(c1[H])C(=C(N2C([H])([H])c3c(c(c(c(c3[H])F)[H])[H])[H])[H])/C(=N/N([H])S(=O)(=O)c4c(c(c(c(c4[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])/[H])[H])[H]'

Amber bond orders              Openeye bond orders
0.97138704                     0.9691640404515407
0.97128368                     0.9692206972768094
0.97973877                     0.97680142491623
0.96287551                     0.9685726855587268
1.37819547                     1.3908466618637843
1.38927173                     1.390620417185185
1.4382729                      1.4332771810240024
1.36991662                     1.3838748509253376
1.36066744                     1.3844888034225051
1.44855791                     1.4314848164800342
0.61100792                     0.6204007337661334
1.24094855                     1.2340418659695827
1.2730786                      1.2618717288263577
0.57837346                     0.6434988247449649
1.0421531                      0.9654946898498654
1.81543263                     1.864632193825273
1.03098436                     1.0326891506071942
1.12240482                     1.1386916608158346
1.57261931                     1.5442634593988502
1.14141191                     1.1766893145123316
1.08139359                     1.0927507282992326
1.30066127                     1.2812837868913953
1.27939942                     1.3049828310357134
1.31839855                     1.2899756091998609
1.48463565                     1.4990825418963787
1.34212633                     1.339170037581538
1.48554321                     1.4959784738743425
0.92780951                     0.919061848200083
0.96137786                     0.9635728822420764
1.40622497                     1.404306804322402
1.39337544                     1.3973434510095617
1.41656915                     1.4155946248719118
1.42372588                     1.4235535405895707
1.36142608                     1.362331498161764
1.36583055                     1.367895673137841
1.01733097                     1.0235004760003643
0.97544762                     0.9775984728120393
0.97469332                     0.9766627732706425
0.97453052                     0.9768177571955694
0.9753055                      0.9770768044618994
0.97454832                     0.977079904146334
0.97466991                     0.9768307363872697
0.97454297                     0.9771213140260842
0.97499191                     0.976285725046377
0.9746919                      0.9767506112160822
0.94445545                     0.9453897668592923
0.94114205                     0.9445172560042276
0.94186244                     0.9427791907670506
0.94521171                     0.9471981409815196
0.88884071                     0.8952539124294235
0.93018055                     0.9303238946905075
0.9280437                      0.9289014198733001
0.94715814                     0.9491068418041826
0.9494828                      0.949665813477523
0.94896687                     0.9497013434204733
0.94662571                     0.9477626783496136
0.9482391                      0.956724169864512
0.95350161                     0.9571933501043708
0.94402865                     0.9476341059804267
0.94669128                     0.9474811246268912
0.94516793                     0.946839717492024
0.94454075                     0.9468847805164595

Mol number 3: Molecule with name '6734563 6734563' and SMILES '[H]c1c(c(c(c(c1C2=C(C(=C(O2)/C(=N/N([H])C(=O)C([H])([H])Oc3c(c(c(c(c3OC([H])([H])[H])[H])Br)[H])[H])/[H])[H])[H])[H])[H])[N+](=O)[O-])[H]'

Amber bond orders              Openeye bond orders
0.96408519                     0.9503254223973246
1.03408755                     1.0314371989863274
1.30538802                     1.3135771518714265
1.3704809                      1.3702346078479608
1.39808595                     1.4010086649688536
1.38980915                     1.3909536980315602
1.42216222                     1.4253406187840243
1.36899525                     1.3645451690628083
1.00902375                     1.0226888668611802
0.96078158                     0.9692376942940226
0.89960879                     0.8992420649515462
1.84464986                     1.8691166088064834
1.00055201                     0.9930755695124796
1.06049293                     1.0338038913828238
1.80027156                     1.8372837845139078
1.01806477                     1.0002956453820788
1.07952518                     1.1096741296017971
1.58768847                     1.5615444275923165
1.22391239                     1.2604221665988364
1.58221601                     1.5510716444266952
1.07841521                     1.1024323126345488
1.02809971                     1.0251038282952027
1.35875248                     1.3627119205544034
1.36091602                     1.3634423352010865
1.44166961                     1.441661298851154
1.36284111                     1.3526090334277008
1.36390596                     1.3536999420841112
1.44180036                     1.4411612212178124
0.85807707                     0.9213790507520394
1.45771718                     1.4209311536512728
1.45772509                     1.420565410453588
0.98696243                     0.9837277081917827
0.95703562                     0.9587654705928037
0.96472197                     0.9675624576708537
0.95948126                     0.9671733683261325
0.9385746                      0.9419375867336509
0.94373414                     0.9457556522939571
0.94354632                     0.9461748082612201
0.94505845                     0.952145667579875
0.94182996                     0.9453612708806238
0.87559771                     0.8721314705103467
0.92595868                     0.9264872508017581
0.93515055                     0.9366259558855441
0.93973952                     0.9409948985041026
0.9414275                      0.9423320457991459
0.93697887                     0.9386799578610007
0.93683168                     0.9383735218503033
0.94382382                     0.9444933808243661

Mol number 4: Molecule with name '50622048 50622048' and SMILES '[H]c1c(c(nc(n1)N([H])N([H])[H])N([H])C([H])([H])C2=NC(=C(S2)[H])[H])Cl'

Amber bond orders              Openeye bond orders
1.28100015                     1.2486400514848555
1.567953                       1.606098090414759
1.20175676                     1.1790023034193204
1.14902436                     1.1295286538572116
1.58204984                     1.6219671759840149
0.96431601                     0.9606148431060759
0.95023752                     0.9355138468386264
1.14667721                     1.1249002832715593
1.32810738                     1.340062128154751
1.24045925                     1.2517716723561276
1.3643121                      1.3815674595854015
1.45262609                     1.4262619219480728
1.28253767                     1.2930348856795153
1.33156911                     1.300395699985301
1.0471446                      1.099586322806048
1.01694424                     0.988293188962326
0.99425953                     0.9851841604061102
0.92643348                     0.9277827375267763
0.93657058                     0.9371914066366323
0.93899112                     0.9476129015257777
0.94947845                     0.9505419956729843
0.88710487                     0.8813229846718863
0.92480998                     0.9298992533642099
0.90160307                     0.86542340921158
0.94826874                     0.9560992760849515
0.95287161                     0.9553832951183465

Mol number 5: Molecule with name '186516282 186516282' and SMILES '[H]c1c(c(c(c(c1[H])[H])C([H])([H])C2=NN=C(N2/N=C(/[H])\c3c(c(c(c(c3[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])SC([H])([H])c4c(c(c(c(c4[H])Cl)Cl)[H])[H])[H])[H]'

Amber bond orders              Openeye bond orders
0.97189832                     0.9714246239604292
0.97189501                     0.9715145438973601
0.9796864                      0.977390794100168
0.96226133                     0.9558153021543851
1.35087623                     1.3957708084006168
1.43149502                     1.3983703500419122
1.38143218                     1.4235880989557734
1.3769119                      1.389417810121219
1.33644496                     1.3882437392963751
1.47141022                     1.4255595374071994
0.99939473                     0.9736192623725064
1.83539461                     1.9135942198397211
0.99861713                     0.9356504194425996
1.07218457                     1.108330460280259
1.07506997                     1.1068296316333064
1.54944665                     1.6124905270687742
1.28262255                     1.1913023387435495
1.5079364                      1.5908238362221736
0.99642955                     0.9810617697143313
0.93386433                     0.9630542508989897
0.99451536                     0.9904714447137557
1.39663204                     1.3945679354710003
1.37426442                     1.3856583541863607
1.43385974                     1.4241938337675328
1.37872729                     1.3873636182035918
1.35921619                     1.362838543575293
1.39054517                     1.3951254148040724
1.00471258                     0.9963238181077367
1.0072413                      0.9984417356571018
0.9579364                      0.9629423072177888
0.98256473                     0.9722184249777878
1.39812722                     1.3997560691701287
1.39419394                     1.400124895468696
1.42390935                     1.41985812433975
1.41205021                     1.415787248814725
1.41670008                     1.4157698767817644
1.41932972                     1.4202146369942137
0.97445469                     0.9769832768638258
0.97470087                     0.9762139246478487
0.97480608                     0.9773171710085478
0.97567124                     0.9773426003081406
0.97492107                     0.9773792564356383
0.97477062                     0.9763723343455855
0.97480419                     0.9774838475217533
0.9750284                      0.9756757766009874
0.97462983                     0.9765910734971052
0.9443865                      0.9449408605503968
0.94364322                     0.9486142511919745
0.94781581                     0.9456792128582953
0.94565423                     0.9467766059722874
0.91560643                     0.9129751195929436
0.95831282                     0.9628449129042518
0.95740258                     0.9599434908618318
0.94510376                     0.9448993020682961
0.94339982                     0.9436852600181974
